Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.xp.portal.impl.url,PageUrlBuilder,resolvePath,Long Statement,The length of the statement "return new ContentPathResolver().portalRequest(this.portalRequest).contentService(this.contentService).id(this.params.getId()).path(this.params.getPath()).resolve();" is 165.,19
xp,com.enonic.xp.portal.impl.url,PortalUrlBuilder,buildErrorUrl,Magic Number,The method contains a magic number: 404,155
xp,com.enonic.xp.portal.impl.url,PortalUrlBuilder,buildErrorUrl,Magic Number,The method contains a magic number: 400,155
xp,com.enonic.xp.portal.impl.url,PortalUrlBuilder,buildErrorUrl,Magic Number,The method contains a magic number: 500,155
xp,com.enonic.xp.portal.impl.url,ImageUrlBuilder,resolveId,Long Statement,The length of the statement "return new ContentIdResolver().portalRequest(this.portalRequest).contentService(this.contentService).id(this.params.getId()).path(this.params.getPath()).resolve();" is 163.,60
xp,com.enonic.xp.portal.impl.url,ComponentUrlBuilder,resolvePath,Long Statement,The length of the statement "return new ContentPathResolver().portalRequest(this.portalRequest).contentService(this.contentService).id(this.params.getId()).path(this.params.getPath()).resolve();" is 165.,29
xp,com.enonic.xp.portal.impl.url,AttachmentUrlBuilder,resolveId,Long Statement,The length of the statement "return new ContentIdResolver().portalRequest(this.portalRequest).contentService(this.contentService).id(this.params.getId()).path(this.params.getPath()).resolve();" is 163.,41
xp,com.enonic.xp.portal.impl,ContentFixtures,newPropertyTree,Magic Number,The method contains a magic number: 2L,53
xp,com.enonic.xp.portal.impl,ContentFixtures,newSite,Long Statement,The length of the statement "final SiteConfig siteConfig=SiteConfig.create().application(ApplicationKey.from("myapplication")).config(siteConfigConfig).build();" is 131.,134
xp,com.enonic.xp.portal.impl,ContentFixtures,newSite,Magic Number,The method contains a magic number: 42l,134
xp,com.enonic.xp.portal.impl,ContentFixtures,newPageDescriptor,Long Statement,The length of the statement "Form pageForm=Form.create().addFormItem(Input.create().name("pause").label("Pause").inputType(InputTypeName.DOUBLE).build()).build();" is 133.,152
xp,com.enonic.xp.portal.impl,ContentFixtures,newPageDescriptor,Long Statement,The length of the statement "return PageDescriptor.create().displayName("Landing page").config(pageForm).regions(RegionDescriptors.create().add(RegionDescriptor.create().name("header").build()).add(RegionDescriptor.create().name("main").build()).add(RegionDescriptor.create().name("footer").build()).build()).key(DescriptorKey.from("myapplication:landing-page")).build();" is 342.,152
xp,com.enonic.xp.portal.impl,PortalHandler,PortalHandler,Magic Number,The method contains a magic number: 30,19
xp,com.enonic.xp.portal.impl.postprocess.injection,LiveEditInjectionTest,mockCurrentContextHttpRequest,Magic Number,The method contains a magic number: 80,79
xp,com.enonic.xp.portal.impl.postprocess,PostProcessEvaluatorTest,testEvaluateContributions,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@12eaf666,37
xp,com.enonic.xp.portal.impl.postprocess,PostProcessEvaluatorTest,testEvaluateMultipleContributions,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@505fc80,66
xp,com.enonic.xp.portal.impl.postprocess,PostProcessEvaluatorTest,testEvaluateMultipleContributions,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@489f9be,66
xp,com.enonic.xp.portal.impl.postprocess,PostProcessEvaluatorTest,testEvaluateDuplicatedContributions,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@8dcb8ef,106
xp,com.enonic.xp.portal.impl.postprocess,PostProcessEvaluatorTest,testEvaluateDuplicatedContributions,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4d402654,106
xp,com.enonic.xp.portal.impl.postprocess,PostProcessEvaluatorTest,testEvaluateInstructions,Long Statement,The length of the statement "return PortalResponse.create().body("<!--#UPPERCASE " + StringUtils.substringAfter(instruction`"EXPAND ") + "-->").build();" is 123.,146
xp,com.enonic.xp.portal.impl.postprocess.instruction,ComponentInstructionTest,createPageTemplate,Long Statement,The length of the statement "return PageTemplate.newPageTemplate().key(PageTemplateKey.from("my-page")).controller(DescriptorKey.from("myapplication:mypagetemplate")).name("my-page-template").parentPath(ContentPath.ROOT).build();" is 200.,83
xp,com.enonic.xp.portal.impl.postprocess.instruction,ComponentInstructionTest,createPartComponent,Long Statement,The length of the statement "return PartComponent.create().name("myPartComponent").descriptor(DescriptorKey.from("myapplication:myparttemplate")).build();" is 125.,93
xp,com.enonic.xp.portal.impl.postprocess.instruction,ComponentInstructionTest,createPage,Long Statement,The length of the statement "Region region=Region.create().name("myRegion").add(PartComponent.create().name("myPartComponent").descriptor(DescriptorKey.from("myapplication:myparttemplate")).build()).build();" is 178.,101
xp,com.enonic.xp.portal.impl.postprocess.instruction,ComponentInstructionTest,createPage,Long Statement,The length of the statement "return Content.create().id(ContentId.from(id)).path(ContentPath.from(name)).owner(PrincipalKey.from("user:myStore:me")).displayName("My Content").modifier(PrincipalKey.from("user:system:admin")).type(ContentTypeName.from(contentTypeName)).page(page).build();" is 258.,101
xp,com.enonic.xp.portal.impl.postprocess.instruction,ComponentInstructionTest,createSite,Long Statement,The length of the statement "return Site.create().id(ContentId.from(id)).path(ContentPath.from(name)).owner(PrincipalKey.from("user:myStore:me")).displayName("My Content").modifier(PrincipalKey.from("user:system:admin")).type(ContentTypeName.from(contentTypeName)).page(page).build();" is 255.,131
xp,com.enonic.xp.portal.impl.postprocess.instruction,ComponentInstruction,evaluate,Magic Number,The method contains a magic number: 2,49
xp,com.enonic.xp.portal.impl.rendering,TextRendererTest,textComponentWithSomeTextAndRenderModeEdit,Long Statement,The length of the statement "assertEquals("<div data-portal-component-type=\"text\"><section>" + text + "</section></div>"`portalResponse.getAsString());" is 124.,90
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjectionTest,simpleInjection,Long Statement,The length of the statement "final PortalResponse portalResponse=liveEditAttributeInjection.injectLiveEditAttribute(responseBuilder.build()`TextComponentType.INSTANCE);" is 139.,15
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjectionTest,injectWithAttributes,Long Statement,The length of the statement "final PortalResponse portalResponse=liveEditAttributeInjection.injectLiveEditAttribute(responseBuilder.build()`TextComponentType.INSTANCE);" is 139.,33
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjectionTest,injectEmptySingleTag,Long Statement,The length of the statement "final PortalResponse portalResponse=liveEditAttributeInjection.injectLiveEditAttribute(responseBuilder.build()`TextComponentType.INSTANCE);" is 139.,51
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjectionTest,injectWithXmlDeclaration,Long Statement,The length of the statement "final PortalResponse portalResponse=liveEditAttributeInjection.injectLiveEditAttribute(responseBuilder.build()`TextComponentType.INSTANCE);" is 139.,69
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjectionTest,injectWithDocType,Long Statement,The length of the statement "final PortalResponse portalResponse=liveEditAttributeInjection.injectLiveEditAttribute(responseBuilder.build()`TextComponentType.INSTANCE);" is 139.,87
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjectionTest,nonSingleRootTagHtml,Long Statement,The length of the statement "final PortalResponse portalResponse=liveEditAttributeInjection.injectLiveEditAttribute(responseBuilder.build()`TextComponentType.INSTANCE);" is 139.,105
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjectionTest,injectWithLeadingWhitespace,Long Statement,The length of the statement "final PortalResponse portalResponse=liveEditAttributeInjection.injectLiveEditAttribute(responseBuilder.build()`TextComponentType.INSTANCE);" is 139.,122
xp,com.enonic.xp.portal.impl.rendering,PageRenderer,renderForNoPageDescriptor,Long Statement,The length of the statement "String html="<html>" + "<head>" + "<meta charset=\"utf-8\"/>"+ "<title>" + content.getDisplayName() + "</title>"+ "</head>";" is 124.,49
xp,com.enonic.xp.portal.impl.rendering,PageRenderer,renderForNoPageDescriptor,Long Statement,The length of the statement "PortalResponse.Builder portalResponseBuilder=PortalResponse.create().contentType("text/html").status(200).body(html).postProcess(true);" is 135.,49
xp,com.enonic.xp.portal.impl.rendering,PageRenderer,renderForNoPageDescriptor,Magic Number,The method contains a magic number: 200,49
xp,com.enonic.xp.portal.impl.rendering,TextRenderer,render,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@678b2280,36
xp,com.enonic.xp.portal.impl.rendering,TextRenderer,renderEmptyTextComponent,Long Identifier,The length of the field EMPTY_COMPONENT_EDIT_MODE_HTML is 30.,69
xp,com.enonic.xp.portal.impl.rendering,TextRenderer,renderEmptyTextComponent,Long Identifier,The length of the field EMPTY_COMPONENT_PREVIEW_MODE_HTML is 33.,69
xp,com.enonic.xp.portal.impl.rendering,DescriptorBasedComponentRenderer,render,Complex Conditional,The conditional expression renderMode == RenderMode.EDIT && contentType != null && contentType.startsWith("text/html") is complex.,36
xp,com.enonic.xp.portal.impl.rendering,DescriptorBasedComponentRenderer,render,Complex Conditional,The conditional expression (bodyObj == null) || bodyObj instanceof String && StringUtils.isBlank((String)bodyObj) is complex.,36
xp,com.enonic.xp.portal.impl.rendering,DescriptorBasedComponentRenderer,render,Long Statement,The length of the statement "final PortalResponse injectedResponse=LIVE_EDIT_ATTRIBUTE_INJECTION.injectLiveEditAttribute(portalResponse`component.getType());" is 128.,36
xp,com.enonic.xp.portal.impl.rendering,DescriptorBasedComponentRenderer,renderEmptyComponent,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2c8473c6,80
xp,com.enonic.xp.portal.impl.rendering,DescriptorBasedComponentRenderer,renderEmptyComponentEditMode,Long Identifier,The length of the field EMPTY_COMPONENT_EDIT_MODE_HTML is 30.,99
xp,com.enonic.xp.portal.impl.rendering,DescriptorBasedComponentRenderer,renderEmptyComponentPreviewMode,Long Identifier,The length of the field EMPTY_COMPONENT_PREVIEW_MODE_HTML is 33.,109
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjection,injectLiveEditAttribute,Complex Conditional,The conditional expression ch == '>' || ch == '/' || Character.isWhitespace(ch) is complex.,12
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjection,injectLiveEditAttribute,Complex Method,Cyclomatic complexity of the method is 8,12
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjection,injectLiveEditAttribute,Long Statement,The length of the statement "final String liveEditAttribute=" " + RenderingConstants.PORTAL_COMPONENT_ATTRIBUTE + "=\""+ componentType.toString()+ "\"";" is 123.,12
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjection,skipXmlDeclaration,Complex Conditional,The conditional expression ch != '<' || (p < responseHtml.length() && responseHtml.charAt(p) != '?') is complex.,61
xp,com.enonic.xp.portal.impl.rendering,LiveEditAttributeInjection,skipDocTypeOrComment,Complex Conditional,The conditional expression ch != '<' || (p < responseHtml.length() && responseHtml.charAt(p) != '!') is complex.,83
xp,com.enonic.xp.portal.impl.exception,ExceptionInfo,shouldLogAsError,Magic Number,The method contains a magic number: 500,28
xp,com.enonic.xp.portal.impl.exception,ExceptionInfo,shouldLogAsError,Magic Number,The method contains a magic number: 600,28
xp,com.enonic.xp.portal.impl.exception,ExceptionInfo,shouldLogAsError,Magic Number,The method contains a magic number: 400,28
xp,com.enonic.xp.portal.impl.exception,ExceptionInfo,toResponse,Long Statement,The length of the statement "final ErrorPageBuilder builder=new ErrorPageBuilder().cause(this.cause).description(getDescription()).resourceService(this.resourceService).status(this.status).title(getReasonPhrase());" is 185.,82
xp,com.enonic.xp.portal.impl.exception,PortalExceptionMapper,toErrorInfo,Long Statement,The length of the statement "return ExceptionInfo.create(Response.Status.NOT_FOUND.getStatusCode()).cause(cause).resourceService(getResourceService());" is 122.,31
xp,com.enonic.xp.portal.impl.exception,PortalExceptionMapper,toErrorInfo,Long Statement,The length of the statement "return ExceptionInfo.create(Response.Status.BAD_REQUEST.getStatusCode()).cause(cause).resourceService(getResourceService());" is 124.,31
xp,com.enonic.xp.portal.impl.exception,PortalExceptionMapper,toErrorInfo,Long Statement,The length of the statement "return ExceptionInfo.create(Response.Status.INTERNAL_SERVER_ERROR.getStatusCode()).cause(cause).resourceService(getResourceService());" is 134.,31
xp,com.enonic.xp.lib.mustache,MustacheProcessor,handleError,Long Statement,The length of the statement "return ResourceProblemException.create().lineNumber(e.lineNo).resource(this.view).cause(e).message(e.getMessage()).build();" is 123.,72
xp,com.enonic.xp.script.runtime,ScriptSettingsTest,testGlobalVariable,Magic Number,The method contains a magic number: 2,32
xp,com.enonic.xp.script.runtime,ScriptSettingsTest,testGlobalVariable,Magic Number,The method contains a magic number: 2,32
xp,com.enonic.xp.script.runtime,ScriptSettingsTest,testAttributes,Long Statement,The length of the statement "final ScriptSettings settings=ScriptSettings.create().attribute(String.class`() -> "hello").attribute(Integer.class`() -> 2).build();" is 133.,45
xp,com.enonic.xp.script.runtime,ScriptSettingsTest,testAttributes,Magic Number,The method contains a magic number: 2,45
xp,com.enonic.xp.script.runtime,ScriptSettingsTest,testAttributes,Magic Number,The method contains a magic number: 2,45
xp,com.enonic.xp.script.serializer,JsonMapGenerator,toValue,Complex Method,Cyclomatic complexity of the method is 8,56
xp,com.enonic.xp.script.serializer,MapGeneratorBase,MapGeneratorBase,Abstract Function Call From Constructor,The constructor MapGeneratorBase calls a virtual method newMap.,17
xp,com.enonic.xp.web.impl,WebHandlerRegistryTest,testOrder,Magic Number,The method contains a magic number: 10,38
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,setUp,Long Statement,The length of the statement "final CreateUserStoreParams createParams=CreateUserStoreParams.create().key(UserStoreKey.system()).displayName(SecurityInitializer.SYSTEM_USER_STORE_DISPLAY_NAME).build();" is 171.,83
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,createRepository,Long Statement,The length of the statement "final CreateRootNodeParams createRoot=CreateRootNodeParams.create().permissions(AccessControlList.of(AccessControlEntry.create().principal(RoleKeys.ADMIN).allowAll().build()`AccessControlEntry.create().principal(RoleKeys.AUTHENTICATED).allow(Permission.READ).build())).build();" is 277.,136
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testCreateUser,Long Statement,The length of the statement "final CreateUserParams createUser1=CreateUserParams.create().userKey(userKey1).displayName("User 1").email("user1@enonic.com").login("user1").password("123456").build();" is 169.,152
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testCreateUser,Long Statement,The length of the statement "final CreateUserParams createUser2=CreateUserParams.create().userKey(userKey2).displayName("User 2").email("user2@enonic.com").login("user2").build();" is 150.,152
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testUpdateUser,Long Statement,The length of the statement "final CreateUserParams createUser=CreateUserParams.create().userKey(PrincipalKey.ofUser(SYSTEM`"user1")).displayName("User 1").email("user1@enonic.com").login("user1").build();" is 176.,197
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testUpdateGroup,Long Statement,The length of the statement "final CreateGroupParams createGroup=CreateGroupParams.create().groupKey(PrincipalKey.ofGroup(SYSTEM`"group-a")).displayName("Group A").build();" is 143.,261
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testUpdateRole,Long Statement,The length of the statement "final CreateRoleParams createRole=CreateRoleParams.create().roleKey(PrincipalKey.ofRole("role-a")).displayName("Role A").build();" is 129.,317
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testAddRelationship,Long Statement,The length of the statement "final CreateUserParams createUser1=CreateUserParams.create().userKey(userKey1).displayName("User 1").email("user1@enonic.com").login("user1").password("123456").build();" is 169.,341
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testAddRelationship,Long Statement,The length of the statement "final CreateUserParams createUser2=CreateUserParams.create().userKey(userKey2).displayName("User 2").email("user2@enonic.com").login("user2").build();" is 150.,341
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testAddRelationship,Magic Number,The method contains a magic number: 2,341
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testRemoveRelationship,Long Statement,The length of the statement "final CreateUserParams createUser1=CreateUserParams.create().userKey(userKey1).displayName("User 1").email("user1@enonic.com").login("user1").password("123456").build();" is 169.,389
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testRemoveRelationship,Long Statement,The length of the statement "final CreateUserParams createUser2=CreateUserParams.create().userKey(userKey2).displayName("User 2").email("user2@enonic.com").login("user2").build();" is 150.,389
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testRemoveAllRelationships,Long Statement,The length of the statement "final CreateUserParams createUser1=CreateUserParams.create().userKey(userKey1).displayName("User 1").email("user1@enonic.com").login("user1").password("123456").build();" is 169.,439
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testRemoveAllRelationships,Long Statement,The length of the statement "final CreateUserParams createUser2=CreateUserParams.create().userKey(userKey2).displayName("User 2").email("user2@enonic.com").login("user2").build();" is 150.,439
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testAuthenticateByEmailPwd,Long Statement,The length of the statement "final CreateUserParams createUser=CreateUserParams.create().userKey(PrincipalKey.ofUser(SYSTEM`"user1")).displayName("User 1").email("user1@enonic.com").login("user1").password("password").build();" is 197.,488
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testAuthenticateByEmailPwdWrongPwd,Long Statement,The length of the statement "final CreateUserParams createUser=CreateUserParams.create().userKey(PrincipalKey.ofUser(SYSTEM`"user1")).displayName("User 1").email("user1@enonic.com").login("user1").password("fisk").build();" is 193.,515
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testAuthenticateByUsernamePwd,Long Statement,The length of the statement "final CreateUserParams createUser=CreateUserParams.create().userKey(PrincipalKey.ofUser(SYSTEM`"user1")).displayName("User 1").email("user1@enonic.com").login("user1").password("runar").build();" is 194.,541
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testAuthenticateUnsupportedToken,Long Statement,The length of the statement "final CreateUserParams createUser=CreateUserParams.create().userKey(PrincipalKey.ofUser(SYSTEM`"user1")).displayName("User 1").email("user1@enonic.com").login("user1").build();" is 176.,568
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testGetUserMemberships,Long Statement,The length of the statement "final CreateUserParams createUser=CreateUserParams.create().userKey(userKey).displayName("User 1").email("user1@enonic.com").login("user1").password("123456").build();" is 167.,591
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testGetUserMemberships,Magic Number,The method contains a magic number: 2,591
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testCreateUserStore,Long Statement,The length of the statement "final UserStoreAccessControlList permissions=UserStoreAccessControlList.of(UserStoreAccessControlEntry.create().principal(userKey).access(CREATE_USERS).build()`UserStoreAccessControlEntry.create().principal(groupKey1).access(ADMINISTRATOR).build()`UserStoreAccessControlEntry.create().principal(groupKey2).access(WRITE_USERS).build());" is 335.,633
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testCreateUserStore,Long Statement,The length of the statement "final CreateUserStoreParams createUserStore=CreateUserStoreParams.create().key(UserStoreKey.from("enonic")).displayName("Enonic User Store").permissions(permissions).build();" is 174.,633
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testCreateUserStore,Long Statement,The length of the statement "final UserStoreAccessControlList createdPermissions=securityService.getUserStorePermissions(UserStoreKey.from("enonic"));" is 121.,633
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testUpdateUserStore,Long Statement,The length of the statement "final UserStoreAccessControlList permissions=UserStoreAccessControlList.of(UserStoreAccessControlEntry.create().principal(userKey).access(CREATE_USERS).build()`UserStoreAccessControlEntry.create().principal(groupKey1).access(ADMINISTRATOR).build()`UserStoreAccessControlEntry.create().principal(groupKey2).access(WRITE_USERS).build());" is 335.,665
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testUpdateUserStore,Long Statement,The length of the statement "final CreateUserStoreParams createUserStore=CreateUserStoreParams.create().key(UserStoreKey.from("enonic")).displayName("Enonic User Store").permissions(permissions).build();" is 174.,665
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testUpdateUserStore,Long Statement,The length of the statement "final UserStoreAccessControlList updatePermissions=UserStoreAccessControlList.of(UserStoreAccessControlEntry.create().principal(userKey).access(CREATE_USERS).build()`UserStoreAccessControlEntry.create().principal(groupKey1).access(ADMINISTRATOR).build());" is 255.,665
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testUpdateUserStore,Long Statement,The length of the statement "final UpdateUserStoreParams updateUserStore=UpdateUserStoreParams.create().key(UserStoreKey.from("enonic")).displayName("Enonic User Store updated").permissions(updatePermissions).build();" is 188.,665
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testUpdateUserStore,Long Statement,The length of the statement "final UserStoreAccessControlList updatedPermissions=securityService.getUserStorePermissions(UserStoreKey.from("enonic"));" is 121.,665
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,setPassword,Long Statement,The length of the statement "final CreateUserParams createUser1=CreateUserParams.create().userKey(userKey1).displayName("User 1").email("user1@enonic.com").login("user1").password("fisk").build();" is 167.,711
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,testQuery,Long Statement,The length of the statement "final CreateUserParams createUser1=CreateUserParams.create().userKey(userKey1).displayName("User 1").email("user1@enonic.com").login("user1").password("123456").build();" is 169.,743
xp,com.enonic.xp.core.impl.security,SecurityServiceImplTest,adminCtx,Long Statement,The length of the statement "return ContextBuilder.create().authInfo(authInfo).repositoryId(SystemConstants.SYSTEM_REPO.getId()).branch(SystemConstants.BRANCH_SECURITY).build();" is 148.,785
xp,com.enonic.xp.core.impl.security,UserNodeTranslatorTest,toCreateNode,Long Statement,The length of the statement "final User user=User.create().displayName("displayname").email("rmy@enonic.com").login("login").authenticationHash("password").key(PrincipalKey.ofUser(UserStoreKey.system()`"rmy")).modifiedTime(Instant.now(clock)).build();" is 222.,27
xp,com.enonic.xp.core.impl.security,UserNodeTranslatorTest,toCreateNode,Magic Number,The method contains a magic number: 6,27
xp,com.enonic.xp.core.impl.security,UserNodeTranslatorTest,toUser,Long Statement,The length of the statement "final Node node=Node.create().id(NodeId.from("id")).name(PrincipalKeyNodeTranslator.toNodeName(userKey)).data(rootDataSet).build();" is 131.,53
xp,com.enonic.xp.core.impl.security,PrincipalKeyNodeTranslatorTest,toNodeName,Long Statement,The length of the statement "User user=User.create().key(principalKey).email("rmy@enonic.com").login("rmy").displayName("Runar Myklebust").modifiedTime(Instant.now(clock)).build();" is 151.,26
xp,com.enonic.xp.core.impl.security,GroupNodeTranslatorTest,toCreateNode,Long Statement,The length of the statement "final Group group=Group.create().displayName("My Group").key(PrincipalKey.ofGroup(UserStoreKey.system()`"group-a")).modifiedTime(Instant.now(clock)).build();" is 157.,27
xp,com.enonic.xp.core.impl.security,GroupNodeTranslatorTest,toCreateNode,Magic Number,The method contains a magic number: 3,27
xp,com.enonic.xp.core.impl.security,GroupNodeTranslatorTest,toGroup,Long Statement,The length of the statement "final Node node=Node.create().id(NodeId.from("id")).name(PrincipalKeyNodeTranslator.toNodeName(groupKey)).data(rootDataSet).build();" is 132.,50
xp,com.enonic.xp.core.impl.security,PrincipalIndexConfigFactory,create,Long Statement,The length of the statement "return PatternIndexConfigDocument.create().analyzer(ContentConstants.DOCUMENT_INDEX_DEFAULT_ANALYZER).add(PrincipalPropertyNames.DISPLAY_NAME_KEY`IndexConfig.FULLTEXT).add(PrincipalPropertyNames.PRINCIPAL_TYPE_KEY`IndexConfig.MINIMAL).add(PrincipalPropertyNames.USER_STORE_KEY`IndexConfig.MINIMAL).add(PrincipalPropertyNames.EMAIL_KEY`IndexConfig.FULLTEXT).add(PrincipalPropertyNames.LOGIN_KEY`IndexConfig.MINIMAL).add(PrincipalPropertyNames.PRINCIPAL_KEY`IndexConfig.MINIMAL).add(PrincipalPropertyNames.MEMBER_KEY`IndexConfig.MINIMAL).add(PrincipalPropertyNames.AUTHENTICATION_HASH_KEY`IndexConfig.NONE).defaultConfig(IndexConfig.MINIMAL).build();" is 648.,10
xp,com.enonic.xp.core.impl.security,PBKDF2Encoder,validate,Long Statement,The length of the statement "final byte[] generatedHash=encodePassword(key.toCharArray()`HexEncoder.fromHex(authenticationHash.salt)`LENGTH`ITERATIONS);" is 123.,44
xp,com.enonic.xp.core.impl.security,PBKDF2Encoder,encodePassword,Magic Number,The method contains a magic number: 8,73
xp,com.enonic.xp.core.impl.security,PBKDF2Encoder,createSalt,Magic Number,The method contains a magic number: 20,87
xp,com.enonic.xp.core.impl.security,PBKDF2Encoder,from,Magic Number,The method contains a magic number: 3,112
xp,com.enonic.xp.core.impl.security,PBKDF2Encoder,from,Magic Number,The method contains a magic number: 2,112
xp,com.enonic.xp.core.impl.security,AuthenticationHash,from,Magic Number,The method contains a magic number: 3,112
xp,com.enonic.xp.core.impl.security,AuthenticationHash,from,Magic Number,The method contains a magic number: 2,112
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,fromNodes,Long Statement,The length of the statement "final UserStore[] userStores=nodes.stream().map(UserStoreNodeTranslator::createUserStoreFromNode).filter(Objects::nonNull).toArray(UserStore[]::new);" is 149.,79
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Complex Conditional,The conditional expression userStorePermissions.isAllowedFor(principal`READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS) && usersPermissions.isAllowedFor(principal`READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS) && groupsPermissions.isAllowedFor(principal`READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS) is complex.,93
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Long Statement,The length of the statement "final PrincipalKeys principals=PrincipalKeys.from(userStorePermissions.getAllPrincipals()`usersPermissions.getAllPrincipals()`groupsPermissions.getAllPrincipals());" is 164.,93
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Long Statement,The length of the statement "if (userStorePermissions.isAllowedFor(principal`READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS) && usersPermissions.isAllowedFor(principal`READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS) && groupsPermissions.isAllowedFor(principal`READ`CREATE`MODIFY`DELETE`PUBLISH`READ_PERMISSIONS`WRITE_PERMISSIONS)) {" is 347.,93
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Long Statement,The length of the statement "final UserStoreAccessControlEntry access=UserStoreAccessControlEntry.create().principal(principal).access(ADMINISTRATOR).build();" is 129.,93
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Long Statement,The length of the statement "else if (usersPermissions.isAllowedFor(principal`READ`CREATE`MODIFY`DELETE) && groupsPermissions.isAllowedFor(principal`READ`CREATE`MODIFY`DELETE)) {" is 149.,93
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Long Statement,The length of the statement "final UserStoreAccessControlEntry access=UserStoreAccessControlEntry.create().principal(principal).access(USER_STORE_MANAGER).build();" is 134.,93
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Long Statement,The length of the statement "final UserStoreAccessControlEntry access=UserStoreAccessControlEntry.create().principal(principal).access(WRITE_USERS).build();" is 127.,93
xp,com.enonic.xp.core.impl.security,UserStoreNodeTranslator,userStorePermissionsFromNode,Long Statement,The length of the statement "final UserStoreAccessControlEntry access=UserStoreAccessControlEntry.create().principal(principal).access(CREATE_USERS).build();" is 128.,93
