Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientboundLoginPacket; ClientboundSystemChatPacket in method login
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientboundLoginPacket; ClientboundSystemChatPacket in method login
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientboundHelloPacket; ClientboundGameProfilePacket; ClientboundLoginDisconnectPacket; ClientboundLoginCompressionPacket; ClientboundStatusResponsePacket; ClientboundPongResponsePacket; ClientboundKeepAlivePacket; ClientboundDisconnectPacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientboundHelloPacket; ClientboundGameProfilePacket; ClientboundLoginDisconnectPacket; ClientboundLoginCompressionPacket; ClientboundStatusResponsePacket; ClientboundPongResponsePacket; ClientboundKeepAlivePacket; ClientboundDisconnectPacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,MinecraftProtocol,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientIntentionPacket; ServerboundHelloPacket; ServerboundKeyPacket; ServerboundStatusRequestPacket; ServerboundPingRequestPacket; ServerboundKeepAlivePacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientIntentionPacket; ServerboundHelloPacket; ServerboundKeyPacket; ServerboundStatusRequestPacket; ServerboundPingRequestPacket; ServerboundKeepAlivePacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,Attribute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,ModifierOperation,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,AttributeModifier,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,AttributeType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: identifier; identifier; def; min; max; BUILTIN
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,AttributeType.Custom,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: identifier
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,AttributeType.Custom,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,AttributeType.Builtin,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: identifier; def; min; max; BUILTIN
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,AttributeType.Builtin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,AttributeType.Builtin,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: identifier; def; min; max; BUILTIN
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,AttributeType.Builtin,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: identifier; def; min; max; BUILTIN
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,ModifierType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,ModifierType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CREATURE_FLEE_SPEED_BONUS; ENDERMAN_ATTACK_SPEED_BOOST; SPRINT_SPEED_BOOST; PIGZOMBIE_ATTACK_SPEED_BOOST; WITCH_DRINKING_SPEED_PENALTY; ZOMBIE_BABY_SPEED_BOOST; ATTACK_DAMAGE_MODIFIER; ATTACK_SPEED_MODIFIER; SPEED_POTION_MODIFIER; HEALTH_BOOST_POTION_MODIFIER; SLOW_POTION_MODIFIER; STRENGTH_POTION_MODIFIER; WEAKNESS_POTION_MODIFIER; HASTE_POTION_MODIFIER; MINING_FATIGUE_POTION_MODIFIER; LUCK_POTION_MODIFIER; UNLUCK_POTION_MODIFIER; BOOTS_MODIFIER; LEGGINGS_MODIFIER; CHESTPLATE_MODIFIER; HELMET_MODIFIER; COVERED_ARMOR_BONUS
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.attribute,ModifierType,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: CREATURE_FLEE_SPEED_BONUS; ENDERMAN_ATTACK_SPEED_BOOST; SPRINT_SPEED_BOOST; PIGZOMBIE_ATTACK_SPEED_BOOST; WITCH_DRINKING_SPEED_PENALTY; ZOMBIE_BABY_SPEED_BOOST; ATTACK_DAMAGE_MODIFIER; ATTACK_SPEED_MODIFIER; SPEED_POTION_MODIFIER; HEALTH_BOOST_POTION_MODIFIER; SLOW_POTION_MODIFIER; STRENGTH_POTION_MODIFIER; WEAKNESS_POTION_MODIFIER; HASTE_POTION_MODIFIER; MINING_FATIGUE_POTION_MODIFIER; LUCK_POTION_MODIFIER; UNLUCK_POTION_MODIFIER; BOOTS_MODIFIER; LEGGINGS_MODIFIER; CHESTPLATE_MODIFIER; HELMET_MODIFIER; COVERED_ARMOR_BONUS
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata.type,ObjectEntityMetadata,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata.type,BooleanEntityMetadata,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata.type,ByteEntityMetadata,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata.type,FloatEntityMetadata,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata.type,IntEntityMetadata,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,BooleanMetadataType,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MinecraftCodecHelper; EntityMetadata; MetadataType; ByteMetadataType; IntMetadataType; FloatMetadataType; BooleanMetadataType; LightUpdateData
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,BooleanMetadataType.BooleanReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,BooleanMetadataType.BooleanWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,BooleanMetadataType.BooleanEntityMetadataFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,Pose,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: VALUES
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,IntMetadataType.IntReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,IntMetadataType.IntWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,IntMetadataType.IntEntityMetadataFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,Equipment,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: slot; item
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,Equipment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: VALUES; BYTE; INT; FLOAT; STRING; CHAT; OPTIONAL_CHAT; ITEM; BOOLEAN; ROTATION; POSITION; OPTIONAL_POSITION; DIRECTION; OPTIONAL_UUID; BLOCK_STATE; NBT_TAG; PARTICLE; VILLAGER_DATA; OPTIONAL_VARINT; POSE; CAT_VARIANT; FROG_VARIANT; OPTIONAL_GLOBAL_POS; PAINTING_VARIANT; id; reader; writer; metadataFactory
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: BooleanMetadataType
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType.Reader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType.Writer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType.BasicReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType.BasicWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType.HelperReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType.HelperWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,MetadataType.EntityMetadataFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,FloatMetadataType.FloatReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,FloatMetadataType.FloatWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,FloatMetadataType.FloatEntityMetadataFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,ByteMetadataType.ByteReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,ByteMetadataType.ByteWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,ByteMetadataType.ByteEntityMetadataFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,OptionalIntMetadataType.OptionalIntReader,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: INSTANCE
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,OptionalIntMetadataType.OptionalIntReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,OptionalIntMetadataType.OptionalIntWriter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: INSTANCE
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,OptionalIntMetadataType.OptionalIntWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.data.game.entity.metadata,VillagerData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type; profession; level
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,PacketCodec.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: protocolVersion; minecraftVersion; stateProtocols; helperFactory
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,PacketCodec.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,PacketStateCodec.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: clientboundPackets; serverboundPackets
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,PacketStateCodec.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftPacket,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ClientIntentionPacket; ClientboundStatusResponsePacket; ClientboundPongResponsePacket; ServerboundStatusRequestPacket; ServerboundPingRequestPacket; ClientboundGameProfilePacket; ClientboundLoginDisconnectPacket; ClientboundLoginCompressionPacket; ClientboundHelloPacket; ClientboundCustomQueryPacket; ServerboundHelloPacket; ServerboundKeyPacket; ServerboundCustomQueryPacket; ClientboundSoundEntityPacket; ClientboundSetDisplayChatPreviewPacket; ClientboundDisconnectPacket; ClientboundBossEventPacket; ClientboundPlayerInfoPacket; ClientboundUpdateRecipesPacket; ClientboundPingPacket; ClientboundStopSoundPacket; ClientboundUpdateAdvancementsPacket; ClientboundUpdateTagsPacket; ClientboundSetCameraPacket; ClientboundResourcePackPacket; ClientboundChatPreviewPacket; ClientboundCooldownPacket; ClientboundSystemChatPacket; ClientboundServerDataPacket; ClientboundAwardStatsPacket; ClientboundLoginPacket; ClientboundChangeDifficultyPacket; ClientboundCommandSuggestionsPacket; ClientboundTabListPacket; ClientboundRecipePacket; ClientboundCommandsPacket; ClientboundSelectAdvancementsTabPacket; ClientboundPlayerChatPacket; ClientboundRespawnPacket; ClientboundCustomPayloadPacket; ClientboundKeepAlivePacket; ClientboundSetDisplayObjectivePacket; ClientboundSetObjectivePacket; ClientboundSetPlayerTeamPacket; ClientboundSetScorePacket; ClientboundOpenSignEditorPacket; ClientboundExplodePacket; ClientboundForgetLevelChunkPacket; ClientboundSetDefaultSpawnPositionPacket; ClientboundLightUpdatePacket; ClientboundLevelChunkWithLightPacket; ClientboundLevelParticlesPacket; ClientboundSetTimePacket; ClientboundSectionBlocksUpdatePacket; ClientboundBlockDestructionPacket; ClientboundSoundPacket; ClientboundGameEventPacket; ClientboundTagQueryPacket; ClientboundSetChunkCacheRadiusPacket; ClientboundCustomSoundPacket; ClientboundBlockEventPacket; ClientboundBlockUpdatePacket; ClientboundSetSimulationDistancePacket; ClientboundLevelEventPacket; ClientboundSetChunkCacheCenterPacket; ClientboundMapItemDataPacket; ClientboundBlockEntityDataPacket; ClientboundSetBorderSizePacket; ClientboundSetBorderCenterPacket; ClientboundSetBorderWarningDelayPacket; ClientboundSetBorderLerpSizePacket; ClientboundSetBorderWarningDistancePacket; ClientboundInitializeBorderPacket; ClientboundContainerSetSlotPacket; ClientboundOpenBookPacket; ClientboundContainerClosePacket; ClientboundPlaceGhostRecipePacket; ClientboundOpenScreenPacket; ClientboundHorseScreenOpenPacket; ClientboundContainerSetContentPacket; ClientboundContainerSetDataPacket; ClientboundMerchantOffersPacket; ClientboundSetSubtitleTextPacket; ClientboundClearTitlesPacket; ClientboundSetTitleTextPacket; ClientboundSetActionBarTextPacket; ClientboundSetTitlesAnimationPacket; ClientboundPlayerAbilitiesPacket; ClientboundPlayerCombatEndPacket; ClientboundSetExperiencePacket; ClientboundBlockChangedAckPacket; ClientboundSetHealthPacket; ClientboundPlayerCombatKillPacket; ClientboundPlayerCombatEnterPacket; ClientboundSetCarriedItemPacket; ClientboundPlayerLookAtPacket; ClientboundPlayerPositionPacket; ClientboundRotateHeadPacket; ClientboundMoveVehiclePacket; ClientboundSetPassengersPacket; ClientboundSetEntityDataPacket; ClientboundUpdateMobEffectPacket; ClientboundMoveEntityRotPacket; ClientboundTakeItemEntityPacket; ClientboundRemoveMobEffectPacket; ClientboundRemoveEntitiesPacket; ClientboundEntityEventPacket; ClientboundTeleportEntityPacket; ClientboundUpdateAttributesPacket; ClientboundSetEntityMotionPacket; ClientboundMoveEntityPosRotPacket; ClientboundAnimatePacket; ClientboundSetEntityLinkPacket; ClientboundSetEquipmentPacket; ClientboundMoveEntityPosPacket; ClientboundAddEntityPacket; ClientboundAddExperienceOrbPacket; ClientboundAddPlayerPacket; ServerboundUseItemPacket; ServerboundSetCarriedItemPacket; ServerboundUseItemOnPacket; ServerboundMovePlayerPosPacket; ServerboundMovePlayerStatusOnlyPacket; ServerboundSwingPacket; ServerboundPlayerActionPacket; ServerboundMovePlayerRotPacket; ServerboundPlayerAbilitiesPacket; ServerboundPlayerCommandPacket; ServerboundMovePlayerPosRotPacket; ServerboundInteractPacket; ServerboundCustomPayloadPacket; ServerboundChatPacket; ServerboundPongPacket; ServerboundLockDifficultyPacket; ServerboundChatCommandPacket; ServerboundClientInformationPacket; ServerboundResourcePackPacket; ServerboundKeepAlivePacket; ServerboundClientCommandPacket; ServerboundCommandSuggestionPacket; ServerboundChangeDifficultyPacket; ServerboundChatPreviewPacket; ServerboundPaddleBoatPacket; ServerboundPlayerInputPacket; ServerboundTeleportToEntityPacket; ServerboundBlockEntityTagQuery; ServerboundAcceptTeleportationPacket; ServerboundEntityTagQuery; ServerboundMoveVehiclePacket; ServerboundSignUpdatePacket; ServerboundJigsawGeneratePacket; ServerboundSetCommandBlockPacket; ServerboundSetBeaconPacket; ServerboundContainerClickPacket; ServerboundRenameItemPacket; ServerboundSeenAdvancementsPacket; ServerboundContainerClosePacket; ServerboundSelectTradePacket; ServerboundContainerButtonClickPacket; ServerboundRecipeBookSeenRecipePacket; ServerboundSetJigsawBlockPacket; ServerboundEditBookPacket; ServerboundSetStructureBlockPacket; ServerboundSetCommandMinecartPacket; ServerboundRecipeBookChangeSettingsPacket; ServerboundPickItemPacket; ServerboundSetCreativeModeSlotPacket; ServerboundPlaceRecipePacket
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftCodecHelper,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: BlockPositionSource; EntityPositionSource in method writePositionSource
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftCodecHelper,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: BlockPositionSource; EntityPositionSource in method writePositionSource
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftCodecHelper,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MinecraftCodecHelper; EntityMetadata; MetadataType; ByteMetadataType; IntMetadataType; FloatMetadataType; BooleanMetadataType; LightUpdateData
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftCodecHelper,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 85 public methods
