Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobDoesFailCompletelyWhenWebserviceResponseFails9TimesConsecutiveWithServerException_BackendMakesABobo,Magic Number,The method contains a magic number: 9,165
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobDoesContinueWhenWebserviceResponseFails8TimesConsecutiveWithServerException_BackendMakesABobo,Magic Number,The method contains a magic number: 5,177
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobDoesContinueWhenWebserviceResponseFails8TimesConsecutiveWithServerException_BackendMakesABobo,Magic Number,The method contains a magic number: 8,177
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,jobDoesContinueWhenWebserviceResponseFails8TimesConsecutiveWithServerException_BackendMakesABobo,Magic Number,The method contains a magic number: 5,177
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,whenTaxServiceReturnsSuccess_MonthlyTaxForEmployeeHasNoErrorAndAPaycheck,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,229
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,whenTaxServiceReturnsFailure_MonthlyTaxForEmployeeHasErrorAndNoPaycheck,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,242
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,testSumOfSuccessTaxesIsCalculated,Magic Number,The method contains a magic number: 2,255
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,testSumOfSuccessTaxesIsCalculated,Magic Number,The method contains a magic number: 200D,255
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,whenWebServiceFailsForOneEmployee_thenSumOfTaxes_isCalculatedOnlyForSuccessfulCalls,Magic Number,The method contains a magic number: 3,268
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,whenWebServiceFailsForOneEmployee_thenSumOfTaxes_isCalculatedOnlyForSuccessfulCalls,Magic Number,The method contains a magic number: 3,268
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,whenWebServiceFailsForOneEmployee_thenSumOfTaxes_isCalculatedOnlyForSuccessfulCalls,Magic Number,The method contains a magic number: 200D,268
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,whenWebServiceFailsForOneEmployee_thenSumOfTaxes_isCalculatedForFailedCalls,Magic Number,The method contains a magic number: 3,282
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,whenWebServiceFailsForOneEmployee_thenSumOfTaxes_isCalculatedForFailedCalls,Magic Number,The method contains a magic number: 3,282
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,whenWebServiceFailsForOneEmployee_thenSumOfTaxes_isCalculatedForFailedCalls,Magic Number,The method contains a magic number: 100D,282
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,rerunSameMonthJobIfPreviousJobHasFailures,Magic Number,The method contains a magic number: 3,296
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,verifyJob,Long Statement,The length of the statement "jobExecution.getStepExecutions().forEach(se -> se.getFailureExceptions().forEach(t -> assertThat(t).isNotInstanceOf(AssertionError.class)));" is 140.,321
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,haveOneEmployee,Long Statement,The length of the statement "Employee employee=new EmployeeTestBuilder().withFirstName("Monica").withLastName("Dev").withIncome(1000).withEmailAddress(EMAIL_ADDRESS).build();" is 145.,335
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,haveOneEmployee,Magic Number,The method contains a magic number: 1000,335
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,EmployeeBatchJobITest,respondOneTimeWithSuccess,Long Statement,The length of the statement "mockServer.expect(requestTo(taxServiceUrl)).andExpect(method(HttpMethod.POST)).andRespond(withSuccess(STATUS_OK`MediaType.APPLICATION_JSON));" is 141.,347
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,AbstractBatchIntegrationTest,fixDateTimeToWhenJesusWasBorn,Magic Number,The method contains a magic number: 100L,38
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_noWork,Long Statement,The length of the statement "JobParameters jobParameters=new JobParametersBuilder().addLong("year"`2014L`true).addLong("month"`5L`true).toJobParameters();" is 125.,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_noWork,Long Statement,The length of the statement "JobExecution jobExecution=jobLauncherTestUtils.launchStep(EmployeeJobConfigSingleJvm.TAX_CALCULATION_STEP`jobParameters);" is 121.,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_noWork,Magic Number,The method contains a magic number: 2014L,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_noWork,Magic Number,The method contains a magic number: 5L,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_noWork,Magic Number,The method contains a magic number: 2014,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_noWork,Magic Number,The method contains a magic number: 5,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_generatesCorrectCalculation,Long Statement,The length of the statement "JobParameters jobParameters=new JobParametersBuilder().addLong("year"`2014L`true).addLong("month"`5L`true).toJobParameters();" is 125.,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_generatesCorrectCalculation,Long Statement,The length of the statement "JobExecution jobExecution=jobLauncherTestUtils.launchStep(EmployeeJobConfigSingleJvm.TAX_CALCULATION_STEP`jobParameters);" is 121.,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_generatesCorrectCalculation,Magic Number,The method contains a magic number: 2014L,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_generatesCorrectCalculation,Magic Number,The method contains a magic number: 5L,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_generatesCorrectCalculation,Magic Number,The method contains a magic number: 2014,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_generatesCorrectCalculation,Magic Number,The method contains a magic number: 5,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_generatesCorrectCalculation,Magic Number,The method contains a magic number: 2014,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,taxCalculationStep_generatesCorrectCalculation,Magic Number,The method contains a magic number: 5,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,haveOneEmployee,Long Statement,The length of the statement "Employee employee=new EmployeeTestBuilder().withFirstName("Monica").withLastName("Dev").withIncome(1000).withEmailAddress("monica@cegeka.com").build();" is 151.,77
cegeka_batchers,be.cegeka.batchers.taxcalculator.batch.integration,TaxCalculationStepITest,haveOneEmployee,Magic Number,The method contains a magic number: 1000,77
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,SpecialEmployeesService,parseEmployeeIdWithFailureRateString,Long Identifier,The length of the parameter employeeIdWithFailureRateString is 31.,78
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TextFileTaxLogger,log,Long Statement,The length of the statement "String msg="Received tax request for employee with id " + employeeId + " with amount "+ taxAmount+ " and completed with status: "+ status;" is 138.,18
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testOK,Long Statement,The length of the statement "mockMvc.perform(post("/taxservice").contentType(MediaType.APPLICATION_JSON).content(convertObjectToJsonBytes(createTaxToAsJsonNode(1233454354L`222.3)))).andExpect(status().isOk());" is 180.,24
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testOK,Magic Number,The method contains a magic number: 1233454354L,24
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testOK,Magic Number,The method contains a magic number: 222.3,24
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testNoParams,Long Statement,The length of the statement "mockMvc.perform(post("/taxservice").contentType(MediaType.APPLICATION_JSON).content("")).andExpect(status().isBadRequest());" is 124.,31
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testMissingEmployeeId,Long Statement,The length of the statement "mockMvc.perform(post("/taxservice").contentType(MediaType.APPLICATION_JSON).content(convertObjectToJsonBytes(createTaxToAsJsonNode(null`222.3)))).andExpect(status().isBadRequest());" is 181.,38
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testMissingEmployeeId,Magic Number,The method contains a magic number: 222.3,38
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testMissingAmount,Long Statement,The length of the statement "mockMvc.perform(post("/taxservice").contentType(MediaType.APPLICATION_JSON).content(convertObjectToJsonBytes(createTaxToAsJsonNode(1234455667L`null)))).andExpect(status().isBadRequest());" is 187.,45
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testMissingAmount,Magic Number,The method contains a magic number: 1234455667L,45
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testUnluckEmployeesGetFailureResponse,Long Statement,The length of the statement "mockMvc.perform(post("/taxservice").contentType(MediaType.APPLICATION_JSON).content(convertObjectToJsonBytes(createTaxToAsJsonNode(123L`222.3)))).andExpect(status().is5xxServerError());" is 185.,53
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testUnluckEmployeesGetFailureResponse,Magic Number,The method contains a magic number: 123L,53
cegeka_batchers,be.cegeka.batchers.taxservice.stubwebservice,TaxControllerIntegrationTest,testUnluckEmployeesGetFailureResponse,Magic Number,The method contains a magic number: 222.3,53
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeGeneratorService,resetEmployees,Long Statement,The length of the statement "throw new IllegalArgumentException("The number of generated employees must be between 1 and " + MAX_GENERATED_EMPLOYEES);" is 121.,28
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeGeneratorService,generateNewEmployees,Magic Number,The method contains a magic number: 500,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeGeneratorService,generateNewEmployees,Magic Number,The method contains a magic number: 4501,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeService,getTotalAmountOfPaidTaxes,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,31
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeService,getTotalAmountOfPaidTaxes,Long Statement,The length of the statement "return monthlyTaxForEmployeeRepository.findByEmployee(employee).stream().filter(monthlyTaxForEmployee -> monthlyTaxForEmployee.hasErrorMessage() == false).map(MonthlyTaxForEmployee::getTax).reduce((a`b) -> a.plus(b)).orElse(Money.zero(CurrencyUnit.EUR));" is 254.,31
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeService,getEmployeeTaxes,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxPaymentWebService,doWebserviceCallToTaxService,Long Statement,The length of the statement "throw new TaxWebServiceNonFatalException(employee`taxesToPay`webserviceResult.getStatusCode()`getJson(taxServiceResponseTo)`"invalid response from server");" is 156.,36
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxCalculatorService,calculateTax,Magic Number,The method contains a magic number: 0.1,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmailSenderServiceITest,sendAnEmailToMe,Magic Number,The method contains a magic number: 256,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmailSenderServiceITest,sendAnEmailToMe,Magic Number,The method contains a magic number: 256,40
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,RunningTimeServiceIntegrationTest,testValuesAreFromConfigFile,Magic Number,The method contains a magic number: 2L,13
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxPaymentWebServiceTest,testProcessHappyPath_NoExceptionHasBeenThrownAndEmployeeIsReturned,Magic Number,The method contains a magic number: 2000.0,53
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxPaymentWebServiceTest,testProcessBadResponse_ExceptionHasBeenThrownForever,Magic Number,The method contains a magic number: 2000.0,66
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxPaymentWebServiceTest,testProcessTimeoutResponse_ExceptionHasBeenThrownForever,Magic Number,The method contains a magic number: 2000.0,77
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxPaymentWebServiceTest,testProcess_UnexpectedServerExceptionOccurs_ExceptionIsRethrown,Magic Number,The method contains a magic number: 2000.0,86
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxPaymentWebServiceTest,testProcess_ClientExceptionOccurs_TaxWebserviceFatalExceptionIsRethrown,Magic Number,The method contains a magic number: 2000.0,95
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxPaymentWebServiceTest,whenCallingTheWebservice,Long Statement,The length of the statement "return when(restTemplateMock.postForEntity(eq(URI.create(HTTP_SOMEHOST_SOMEURL))`any(TaxTo.class)`eq(TaxServiceResponseTo.class)));" is 131.,104
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeGeneratorIntegrationTest,testNumberOfEmployeesIsReadFromPropertyFile,Magic Number,The method contains a magic number: 12,33
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeGeneratorIntegrationTest,testEmployeeGeneratorSetsNameAndIncome,Magic Number,The method contains a magic number: 500,38
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeGeneratorIntegrationTest,testEmployeeGeneratorSetsNameAndIncome,Magic Number,The method contains a magic number: 5000,38
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxCalculatorServiceTest,setUp,Magic Number,The method contains a magic number: 100,27
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,TaxCalculatorServiceTest,testCalculateTax,Magic Number,The method contains a magic number: 10,35
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeGeneratorServiceTest,whenGenerateEmployees_thenEmployeesGetSaved,Magic Number,The method contains a magic number: 3L,49
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeGeneratorServiceTest,whenGenerateEmployees_thenEmployeesGetSaved,Magic Number,The method contains a magic number: 3,49
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,RunningTimeServiceTest,testSleepWhenMinimumAndMaximumAreSet,Magic Number,The method contains a magic number: 300L,29
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,RunningTimeServiceTest,testSleepWhenMinimumAndMaximumAreSet,Magic Number,The method contains a magic number: 300L,29
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,givenEmployees_whenGetEmployees_thenRepositoryIsCalledWithCorrectParameters,Magic Number,The method contains a magic number: 10,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,givenEmployees_whenGetEmployees_thenRepositoryIsCalledWithCorrectParameters,Magic Number,The method contains a magic number: 10,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,testGetEmployeeTaxes,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,53
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,getTotalAmountOfPaidTaxes,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,getTotalAmountOfPaidTaxes,Long Statement,The length of the statement "when(monthlyTaxForEmployeeRepository.findByEmployee(employee)).thenReturn(Arrays.asList(new MonthlyTaxForEmployeeTestBuilder().withHasError(false).withTax(10.0).build()`new MonthlyTaxForEmployeeTestBuilder().withHasError(false).withTax(10.0).build()`new MonthlyTaxForEmployeeTestBuilder().withHasError(true).withTax(10.0).build()));" is 332.,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,getTotalAmountOfPaidTaxes,Magic Number,The method contains a magic number: 10.0,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,getTotalAmountOfPaidTaxes,Magic Number,The method contains a magic number: 10.0,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,getTotalAmountOfPaidTaxes,Magic Number,The method contains a magic number: 10.0,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service,EmployeeServiceTest,getTotalAmountOfPaidTaxes,Magic Number,The method contains a magic number: 20.0,64
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service.exceptions,TaxWebServiceFatalException,TaxWebServiceFatalException,Long Parameter List,The method has 5 parameters. ,11
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service.exceptions,TaxWebServiceFatalException,TaxWebServiceFatalException,Long Parameter List,The method has 5 parameters. ,15
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service.exceptions,TaxWebServiceException,TaxWebServiceException,Long Parameter List,The method has 5 parameters. ,14
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service.exceptions,TaxWebServiceException,TaxWebServiceException,Long Parameter List,The method has 5 parameters. ,22
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service.exceptions,TaxWebServiceException,createMessage,Long Statement,The length of the statement "return String.format("Paying the taxes for employee with id %d with amount %s failed because of %s"`employee.getId()`taxesToPay.toString()`reason);" is 147.,30
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service.exceptions,TaxWebServiceNonFatalException,TaxWebServiceNonFatalException,Long Parameter List,The method has 5 parameters. ,9
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.service.exceptions,TaxWebServiceNonFatalException,TaxWebServiceNonFatalException,Long Parameter List,The method has 5 parameters. ,13
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.config,WebserviceCallConfig,restTemplate,Long Statement,The length of the statement "restTemplate.setMessageConverters(Arrays.<HttpMessageConverter<?>>asList(new MappingJackson2HttpMessageConverter()`new StringHttpMessageConverter()));" is 150.,27
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployee,MonthlyTaxForEmployee,Long Parameter List,The method has 6 parameters. ,77
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployee,from,Long Parameter List,The method has 5 parameters. ,87
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployee,from,Long Parameter List,The method has 5 parameters. ,91
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepository,findByEmployee,Long Statement,The length of the statement "TypedQuery<MonthlyTaxForEmployee> typedQuery=entityManager.createNamedQuery(MonthlyTaxForEmployee.FIND_BY_EMPLOYEE`MonthlyTaxForEmployee.class);" is 144.,29
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepository,find,Long Statement,The length of the statement "TypedQuery<MonthlyTaxForEmployee> typedQuery=entityManager.createNamedQuery(MonthlyTaxForEmployee.FIND_BY_EMPLOYEE_YEAR_AND_MONTH`MonthlyTaxForEmployee.class);" is 159.,37
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTestBuilder,withAPdf,Magic Number,The method contains a magic number: 10,56
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTestBuilder,withHasError,Magic Number,The method contains a magic number: 10,67
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,testWhenSavingTheEmployeeIsPersisted,Long Statement,The length of the statement "Employee employee=new EmployeeTestBuilder().withIncome(INCOME).withFirstName(FIRST_NAME).withLastName(LAST_NAME).build();" is 121.,36
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,testCount,Magic Number,The method contains a magic number: 2L,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,given30Employees_whenGetEmployeesForFirstPage_thenFirst10EmployeesAreReturned,Magic Number,The method contains a magic number: 30,91
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,given30Employees_whenGetEmployeesForFirstPage_thenFirst10EmployeesAreReturned,Magic Number,The method contains a magic number: 10,91
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,given30Employees_whenGetEmployeesForFirstPage_thenFirst10EmployeesAreReturned,Magic Number,The method contains a magic number: 10,91
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,givenEmployeesWithoutCalculatedTaxes_whenGetEmployeesForSecondPage_thenSecondPageEmployeesAreReturnedWithTaxZero,Magic Number,The method contains a magic number: 30,100
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,givenEmployeesWithoutCalculatedTaxes_whenGetEmployeesForSecondPage_thenSecondPageEmployeesAreReturnedWithTaxZero,Magic Number,The method contains a magic number: 10,100
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,givenEmployeesWithoutCalculatedTaxes_whenGetEmployeesForSecondPage_thenSecondPageEmployeesAreReturnedWithTaxZero,Magic Number,The method contains a magic number: 10,100
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,given20Employees_whenGetCount_thenEmployeeCountIs20,Magic Number,The method contains a magic number: 20,109
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,given20Employees_whenGetCount_thenEmployeeCountIs20,Magic Number,The method contains a magic number: 20L,109
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeRepositoryTest,haveEmployees,Long Statement,The length of the statement "Employee employee=new EmployeeTestBuilder().withFirstName("John" + i).withLastName("Smith" + i).withEmailAddress("john.smith" + i + "@gmail.com").build();" is 154.,116
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,EmployeeTestFixture,anEmployee,Long Statement,The length of the statement "return new EmployeeTestBuilder().withFirstName("firstame").withLastName("lastName").withEmailAddress("cucu@mailinator.com").build();" is 132.,5
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testSave_UpdatesExistingMonthlyTaxForEmployeeRecord,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testSave_UpdatesExistingMonthlyTaxForEmployeeRecord,Long Statement,The length of the statement "MonthlyTaxForEmployee marchFailed=new MonthlyTaxForEmployeeTestBuilder().withEmployee(employee).withYear(2014).withMonth(1).withTax(10.0).withLastErrorMessage("it failed").build();" is 180.,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testSave_UpdatesExistingMonthlyTaxForEmployeeRecord,Long Statement,The length of the statement "MonthlyTaxForEmployee marchSucceeded=new MonthlyTaxForEmployeeTestBuilder().withEmployee(employee).withYear(2014).withMonth(1).withTax(10.0).withAPdf().build();" is 160.,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testSave_UpdatesExistingMonthlyTaxForEmployeeRecord,Magic Number,The method contains a magic number: 2014,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testSave_UpdatesExistingMonthlyTaxForEmployeeRecord,Magic Number,The method contains a magic number: 10.0,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testSave_UpdatesExistingMonthlyTaxForEmployeeRecord,Magic Number,The method contains a magic number: 2014,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testSave_UpdatesExistingMonthlyTaxForEmployeeRecord,Magic Number,The method contains a magic number: 10.0,32
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testFindByEmployee,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,51
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testFind,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,62
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,testFind,Magic Number,The method contains a magic number: 2014,62
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Long Statement,The length of the statement "gigelJanuary=new MonthlyTaxForEmployeeTestBuilder().withEmployee(gigel).withYear(2014).withMonth(1).withTax(10.0).build();" is 122.,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Long Statement,The length of the statement "gigelFebruary=new MonthlyTaxForEmployeeTestBuilder().withEmployee(gigel).withYear(2014).withMonth(2).withTax(10.0).build();" is 123.,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Long Statement,The length of the statement "ionelJanuary=new MonthlyTaxForEmployeeTestBuilder().withEmployee(ionel).withYear(2014).withMonth(1).withTax(12.0).build();" is 122.,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Long Statement,The length of the statement "ionelFebruary=new MonthlyTaxForEmployeeTestBuilder().withEmployee(ionel).withYear(2014).withMonth(2).withTax(13.0).build();" is 123.,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 2014,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 10.0,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 2014,73
